Date,LastTradePrice,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST,TotalTurnover
12/30/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/29/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/28/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/25/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/24/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/23/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/22/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/21/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/18/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/17/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/16/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/15/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/14/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/11/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/10/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/9/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/7/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/4/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/3/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
12/1/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/30/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/27/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/26/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/25/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/24/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/23/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/20/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/19/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/18/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/17/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/16/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/13/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/12/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/11/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/10/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/9/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/6/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/5/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/4/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/3/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
11/2/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/30/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/29/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/28/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/27/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/26/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/22/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/21/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/20/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/19/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/16/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/15/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/14/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/13/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/9/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/8/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/7/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/6/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/5/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/2/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
10/1/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/30/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/29/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/28/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/25/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/24/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/23/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/22/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/21/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/18/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/17/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/16/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/15/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/14/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/11/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/10/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/9/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/7/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/4/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/3/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/2/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
9/1/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/31/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/27/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/26/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/25/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/24/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/21/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/20/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/19/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/18/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/17/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/14/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/13/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/12/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/11/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/10/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/7/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/6/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/5/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
8/4/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
7/31/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
7/30/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
7/29/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
7/28/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
7/27/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
7/24/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
7/23/2015,"2,500.00",,,"2,500.00",0.00,0,0,0
